id	antibody	specie	treatment	control_id	cell_id	experiment_type	tf_uniprot_id	algn_id	peaks_id	geo_gsm	geo_gse	encode
EXP060445	anti-LEDGF (Proteintech, #25504-1-AP)	Homo sapiens	Genotype: wildtype; Time point: 0 days	NULL	918	normal	O75475	ALIGNS066433	PEAKS056321	GSE117155	GSM3272355	NULL
EXP060446	anti-SPT16 (Cell Signaling, #12191)	Homo sapiens	Genotype: wildtype; Time point: 0 days	NULL	467	normal	Q9Y5B9	ALIGNS066434	PEAKS056322	GSE117155	GSM3272358	NULL
EXP060447	anti-SPT16 (Cell Signaling, #12191)	Homo sapiens	Genotype: wildtype; Time point: 0 days	NULL	918	normal	Q9Y5B9	ALIGNS066435	PEAKS056323	GSE117155	GSM3272360	NULL
EXP060463	anti-MYCN (Santa Cruz, sc-53993)	Homo sapiens	Treatment: DHT; Genotype: LNCaP-N-Myc	EXP060452	70	normal	P04198	ALIGNS066451	PEAKS056328	GSE117304	GSM3290773	NULL
EXP060464	anti-MYCN (Santa Cruz, sc-53993)	Homo sapiens	Treatment: DHT; Genotype: LNCaP-N-Myc	EXP060453	70	normal	P04198	ALIGNS066452	PEAKS056329	GSE117304	GSM3290774	NULL
EXP060465	anti-MYCN (Santa Cruz, sc-53993)	Homo sapiens	Treatment: EtOH; Genotype: LNCaP-N-Myc	EXP060454	70	normal	P04198	ALIGNS066453	PEAKS056330	GSE117304	GSM3290777	NULL
EXP060466	anti-MYCN (Santa Cruz, sc-53993)	Homo sapiens	Treatment: EtOH; Genotype: LNCaP-N-Myc	EXP060455	70	normal	P04198	ALIGNS066454	PEAKS056331	GSE117304	GSM3290778	NULL
EXP060467	anti-MYCN (Santa Cruz, sc-53993)	Homo sapiens	Treatment: DHT; Genotype: wildtype	EXP060456	70	normal	P04198	ALIGNS066455	PEAKS056332	GSE117304	GSM3290780	NULL
EXP060468	MYCN (Santa Cruz, sc-53993)	Homo sapiens	Treatment: EtOH; Genotype: wildtype	EXP060457	70	normal	P04198	ALIGNS066456	PEAKS056333	GSE117304	GSM3290782	NULL
EXP060469	anti-MYCN (Santa Cruz, sc-53993)	Homo sapiens	Conditions: castrated; Genotype: 22Rv1-xeno N-Myc	EXP060458	4243	normal	P04198	ALIGNS066457	PEAKS056334	GSE117304	GSM3290797	NULL
EXP060470	anti-MYCN (Santa Cruz, sc-53993)	Homo sapiens	Conditions: castrated; Genotype: 22Rv1-xeno N-Myc	EXP060459	4243	normal	P04198	ALIGNS066458	PEAKS056335	GSE117304	GSM3290798	NULL
EXP060471	anti-MYCN (Santa Cruz, sc-53993)	Homo sapiens	Conditions: Intact; Genotype: 22Rv1-xeno N-Myc	EXP060460	4243	normal	P04198	ALIGNS066459	PEAKS056336	GSE117304	GSM3290801	NULL
EXP060472	anti-MYCN (Santa Cruz, sc-53993)	Homo sapiens	Conditions: Intact; Genotype: 22Rv1-xeno N-Myc	EXP060461	4243	normal	P04198	ALIGNS066460	PEAKS056337	GSE117304	GSM3290802	NULL
EXP060473	anti-MYCN (Santa Cruz, sc-53993)	Homo sapiens		EXP060462	4244	normal	P04198	ALIGNS066461	PEAKS056338	GSE117304	GSM3290804	NULL
EXP060474	anti-HOXB13 (Santa Cruz, sc-53993)	Homo sapiens	Treatment: DHT; Genotype: LNCaP NMYC	EXP060452	70	normal	Q92826	ALIGNS066462	PEAKS056339	GSE117304	GSM3692939	NULL
EXP060475	anti-HOXB13 (Santa Cruz, sc-53993)	Homo sapiens	Treatment: EtOH; Genotype: LNCaP NMYC	EXP060454	70	normal	Q92826	ALIGNS066463	PEAKS056340	GSE117304	GSM3692940	NULL
EXP060476	anti-HOXB13 (Santa Cruz, sc-53993)	Homo sapiens	Treatment: DHT; Genotype: LNCaP wildtype	EXP060456	70	normal	Q92826	ALIGNS066464	PEAKS056341	GSE117304	GSM3692941	NULL
EXP060477	anti-HOXB13 (Santa Cruz, sc-53993)	Homo sapiens	Treatment: EtOH; Genotype: LNCaP wildtype	EXP060457	70	normal	Q92826	ALIGNS066465	PEAKS056342	GSE117304	GSM3692942	NULL
EXP060478	anti-FOXA1 (Abcam, ab23738)	Homo sapiens	Treatment: DHT; Genotype: LNCaP NMYC	EXP060452	70	normal	P55317	ALIGNS066466	PEAKS056343	GSE117304	GSM3692943	NULL
EXP060479	anti-FOXA1 (Abcam, ab23738)	Homo sapiens	Treatment: EtOH; Genotype: LNCaP NMYC	EXP060454	70	normal	P55317	ALIGNS066467	PEAKS056344	GSE117304	GSM3692944	NULL
EXP060482	anti-AR	Homo sapiens	Treatment: 10nM DHT 3 hours	NULL	70	normal	P10275	ALIGNS066470	PEAKS056345	GSE117430	GSM3294587;GSM3294588	NULL
EXP060483	anti-CHD1	Homo sapiens	Treatment: 10nM DHT 3 hours	NULL	70	normal	O14646	ALIGNS066471	PEAKS056346	GSE117430	GSM3294590;GSM3294589	NULL
EXP060484	anti-cMyc	Homo sapiens	Treatment: 10nM DHT 3 hours	NULL	70	normal	Q16158	ALIGNS066472	PEAKS056347	GSE117430	GSM3294592;GSM3294591	NULL
EXP060485	anti-AR	Homo sapiens	Treatment: 10nM DHT 3 hours, sgCHD1; Genotype: CHD1 knockout	EXP060481	70	normal	P10275	ALIGNS066473	PEAKS056348	GSE117430	GSM3294598;GSM3294597	NULL
EXP060486	anti-AR	Homo sapiens	Treatment: 10nM DHT 3 hours, sgControl; Genotype: sgControl	EXP060480	70	bio_control	P10275	ALIGNS066474	PEAKS056349	GSE117430	GSM3294600;GSM3294599	NULL
EXP060488	anti-ETV6 (HPA000264, Sigma Aldrich)	Homo sapiens		EXP060487	1205	normal	P41212	ALIGNS066476	PEAKS056350	GSE117684	GSM3307214;GSM3307213	NULL
EXP060489	anti-RUNX1 (ab23980, Abcam)	Homo sapiens		EXP060487	1205	normal	Q01196	ALIGNS066477	PEAKS056351	GSE117684	GSM3307220;GSM3307219	NULL
EXP060497	anti-CTCF (Millipore 07-729)	Homo sapiens	Treatment: N/A	EXP060490	541	normal	P49711	ALIGNS066485	PEAKS056352	GSE117864	GSM3312803	NULL
EXP060498	anti-FLI1 (Abcam ab15289)	Homo sapiens	Treatment: N/A	EXP060491	541	normal	Q01543	ALIGNS066486	PEAKS056353	GSE117864	GSM3312805	NULL
EXP060499	anti-RUNX2 (CST 8486/1)	Homo sapiens	Treatment: N/A	EXP060492	541	normal	Q13950	ALIGNS066487	PEAKS056354	GSE117864	GSM3312807	NULL
EXP060500	anti-SPI1 (CST 2258/1)	Homo sapiens	Treatment: N/A	EXP060493	541	normal	P17947	ALIGNS066488	PEAKS056355	GSE117864	GSM3312809	NULL
EXP060501	anti-ELF1 (Bethyl A301-443A)	Homo sapiens	Treatment: N/A	EXP060494	541	normal	P32519	ALIGNS066489	PEAKS056356	GSE117864	GSM3312811	NULL
EXP060502	anti-ERG (CST 97249)	Homo sapiens	Treatment: N/A	EXP060495	541	normal	P11308	ALIGNS066490	PEAKS056357	GSE117864	GSM3312813	NULL
EXP060503	anti-MYB (Abcam ab109127)	Homo sapiens	Treatment: N/A	EXP060496	541	normal	P10242	ALIGNS066491	PEAKS056358	GSE117864	GSM3312815	NULL
EXP060505	anti-ESR1 (sc-543, Santa Cruz Biotechnology, Dallas, TX)	Homo sapiens	Treatment: Vehicle for 45 mins	NULL	113	normal	P03372	ALIGNS066493	PEAKS056359	GSE117941	GSM3315622	NULL
EXP060506	anti-ESR1 (sc-543, Santa Cruz Biotechnology, Dallas, TX)	Homo sapiens	Treatment: E2 for 45 mins	NULL	113	normal	P03372	ALIGNS066494	PEAKS056360	GSE117941	GSM3315623	NULL
EXP060507	anti-ESR1 (sc-543, Santa Cruz Biotechnology, Dallas, TX)	Homo sapiens	Treatment: Fulvestrant for 45 mins	NULL	113	normal	P03372	ALIGNS066495	PEAKS056361	GSE117941	GSM3315624	NULL
EXP060508	anti-ESR1 (sc-543, Santa Cruz Biotechnology, Dallas, TX)	Homo sapiens	Treatment: 4OH Tamoxifen for 45 mins	NULL	113	normal	P03372	ALIGNS066496	PEAKS056362	GSE117941	GSM3315625	NULL
EXP060509	anti-ESR1 (sc-543, Santa Cruz Biotechnology, Dallas, TX)	Homo sapiens	Treatment: GDC-0927 for 45 mins	NULL	113	normal	P03372	ALIGNS066497	PEAKS056363	GSE117941	GSM3315626	NULL
EXP060510	anti-ESR1 (sc-543, Santa Cruz Biotechnology, Dallas, TX)	Homo sapiens	Treatment: GNE-274 for 45 mins	NULL	113	normal	P03372	ALIGNS066498	PEAKS056364	GSE117941	GSM3315627	NULL
EXP060515	anti-AHR (H-211, sc-5579 (Santa Cruz, CA))	Homo sapiens	Treatment: control	EXP060511	4258	normal	P35869	ALIGNS066503	PEAKS056365	GSE118413	GSM3329510	NULL
EXP060516	anti-AHR (H-211, sc-5579 (Santa Cruz, CA))	Homo sapiens	Treatment: control	EXP060512	4258	normal	P35869	ALIGNS066504	PEAKS056366	GSE118413	GSM3329511	NULL
EXP060517	anti-AHR (H-211, sc-5579 (Santa Cruz, CA))	Homo sapiens	Treatment: 100 uM L-kynurenine for 1 hr	EXP060513	4258	normal	P35869	ALIGNS066505	PEAKS056367	GSE118413	GSM3329512	NULL
EXP060518	anti-AHR (H-211, sc-5579 (Santa Cruz, CA))	Homo sapiens	Treatment: 100 uM L-kynurenine for 1 hr	EXP060514	4258	normal	P35869	ALIGNS066506	PEAKS056368	GSE118413	GSM3329513	NULL
EXP060521	anti-Lamin A/C (Abcam ab8984)	Homo sapiens	Genotype: LMNA WT/Corr-WT; Time point: day 40 of differentiation	EXP060519	4259	normal	P02545	ALIGNS066509	PEAKS056369	GSE118884	GSM3349788	NULL
EXP060522	anti-Lamin A/C (Abcam ab8984)	Homo sapiens	Genotype: LMNA WT/MT; Time point: day 40 of differentiation	EXP060520	4259	normal	P02545	ALIGNS066510	PEAKS056370	GSE118884	GSM3349789	NULL
EXP060523	anti-Lamin A/C (Santa Cruz Biotechnology sc-376248)	Homo sapiens	Genotype: LMNA WT/Corr-WT; Time point: day 40 of differentiation	EXP060519	4259	normal	P02545	ALIGNS066511	PEAKS056371	GSE118884	GSM3349790	NULL
EXP060524	anti-Lamin A/C (Santa Cruz Biotechnology sc-376248)	Homo sapiens	Genotype: LMNA WT/MT; Time point: day 40 of differentiation	EXP060520	4259	normal	P02545	ALIGNS066512	PEAKS056372	GSE118884	GSM3349791	NULL
EXP060529	anti-REST (17-641, Millipore)	Homo sapiens		EXP060527	70	normal	Q13127	ALIGNS066517	PEAKS056375	GSE119385	GSM3374021	NULL
EXP060530	anti-REST (17-641, Millipore)	Homo sapiens		EXP060528	70	normal	Q13127	ALIGNS066518	PEAKS056376	GSE119385	GSM3374022	NULL
EXP060533	Anti-ELK1 antibody( E277, abcam,ab32106)	Homo sapiens	Conditions: control	EXP060531	4261	normal	P19419	ALIGNS066521	PEAKS056377	GSE119433	GSM3374639	NULL
EXP060534	Anti-ELK1 antibody( E277, abcam,ab32106)	Homo sapiens	Conditions: mechanic loading	EXP060532	4261	normal	P19419	ALIGNS066522	PEAKS056378	GSE119433	GSM3374641	NULL
EXP060536	anti-MYBL2 antibody (monoclonal rabbit, Abcam, ref: 76009)	Homo sapiens		EXP060535	288	normal	P10244	ALIGNS066524	PEAKS056379	GSE119971	GSM3389599	NULL
EXP060539	anti-ARID1A (rabbit, Abcam, cat. no. ab182560)	Homo sapiens	Genotype: wildtype	EXP060537	2235	normal	O14497	ALIGNS066527	PEAKS056380	GSE120058	GSM3392689	NULL
EXP060540	anti-CAP-H2 (rabbit Bethyl, cat. no. A302-276A)	Homo sapiens	Genotype: wildtype	EXP060537	2235	normal	Q6IBW4	ALIGNS066528	PEAKS056381	GSE120058	GSM3392690	NULL
EXP060541	anti-CAP-H2 (rabbit Bethyl, cat. no. A302-276A)	Homo sapiens	Genotype: ARID1A knockout	EXP060538	2235	normal	Q6IBW4	ALIGNS066529	PEAKS056382	GSE120058	GSM3392691	NULL
EXP060542	anti-SNF5 (rabbit , Bethyl, cat. no. A301-087A)	Homo sapiens	Genotype: wildtype	EXP060537	2235	normal	Q12824	ALIGNS066530	PEAKS056383	GSE120058	GSM3392696	NULL
EXP060543	anti-SNF5 (rabbit , Bethyl, cat. no. A301-087A)	Homo sapiens	Genotype: ARID1A knockout	EXP060538	2235	normal	Q12824	ALIGNS066531	PEAKS056384	GSE120058	GSM3392697	NULL
EXP060574	Anti-HA (clone 16B12, Covance)	Homo sapiens	Genotype: transduced ZNF746	EXP060572	10	normal	Q6NUN9	ALIGNS066562	PEAKS056391	GSE120539	GSM3402720	NULL
EXP060575	Anti-HA (clone 16B12, Covance)	Homo sapiens	Genotype: transduced ZNF213	EXP060572	10	normal	O14771	ALIGNS066563	PEAKS056392	GSE120539	GSM3402721	NULL
EXP060576	Anti-HA (clone 16B12, Covance)	Homo sapiens	Genotype: transduced ZNF256	EXP060572	10	normal	Q9Y2P7	ALIGNS066564	PEAKS056393	GSE120539	GSM3402722	NULL
EXP060577	Anti-HA (clone 16B12, Covance)	Homo sapiens	Genotype: transduced ZKSCAN8	EXP060572	10	normal	Q15776	ALIGNS066565	PEAKS056394	GSE120539	GSM3402723	NULL
EXP060578	Anti-HA (clone 16B12, Covance)	Homo sapiens	Genotype: transduced ZNF20	EXP060572	10	normal	P17024	ALIGNS066566	PEAKS056395	GSE120539	GSM3402724	NULL
EXP060579	Anti-HA (clone 16B12, Covance)	Homo sapiens	Genotype: transduced ZNF597	EXP060572	10	normal	Q96LX8	ALIGNS066567	PEAKS056396	GSE120539	GSM3402725	NULL
EXP060580	Anti-HA (clone 16B12, Covance)	Homo sapiens	Genotype: transduced ZNF215	EXP060572	10	normal	Q9UL58	ALIGNS066568	PEAKS056397	GSE120539	GSM3402726	NULL
EXP060581	Anti-HA (clone 16B12, Covance)	Homo sapiens	Genotype: transduced ZNF746_Ti	EXP060573	10	normal	Q6NUN9	ALIGNS066569	PEAKS056398	GSE120539	GSM3402728	NULL
EXP060598	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: DMSO for 6 hrs	EXP060582	514	normal	P25440	ALIGNS066586	PEAKS056399	GSE120715	GSM3408916	NULL
EXP060599	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: DMSO for 6 hrs	EXP060583	514	normal	P25440	ALIGNS066587	PEAKS056400	GSE120715	GSM3408917	NULL
EXP060600	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: 50 nM I-BET151 for 6 hours	EXP060584	514	normal	P25440	ALIGNS066588	PEAKS056401	GSE120715	GSM3408918	NULL
EXP060601	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: 50 nM I-BET151 for 6 hours	EXP060585	514	normal	P25440	ALIGNS066589	PEAKS056402	GSE120715	GSM3408919	NULL
EXP060602	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: 500 nM I-BET151 for 6 hours	EXP060586	514	normal	P25440	ALIGNS066590	PEAKS056403	GSE120715	GSM3408920	NULL
EXP060603	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: 500 nM I-BET151 for 6 hours	EXP060587	514	normal	P25440	ALIGNS066591	PEAKS056404	GSE120715	GSM3408921	NULL
EXP060604	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: 5000 nM I-BET151 for 6 hours	EXP060588	514	normal	P25440	ALIGNS066592	PEAKS056405	GSE120715	GSM3408922	NULL
EXP060605	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: 5000 nM I-BET151 for 6 hours	EXP060589	514	normal	P25440	ALIGNS066593	PEAKS056406	GSE120715	GSM3408923	NULL
EXP060606	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: DMSO for 6 hrs	EXP060590	641	normal	P25440	ALIGNS066594	PEAKS056407	GSE120715	GSM3408924	NULL
EXP060607	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: DMSO for 6 hrs	EXP060591	641	normal	P25440	ALIGNS066595	PEAKS056408	GSE120715	GSM3408925	NULL
EXP060608	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: 50 nM I-BET151 for 6 hours	EXP060592	641	normal	P25440	ALIGNS066596	PEAKS056409	GSE120715	GSM3408926	NULL
EXP060609	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: 50 nM I-BET151 for 6 hours	EXP060593	641	normal	P25440	ALIGNS066597	PEAKS056410	GSE120715	GSM3408927	NULL
EXP060610	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: 500 nM I-BET151 for 6 hours	EXP060594	641	normal	P25440	ALIGNS066598	PEAKS056411	GSE120715	GSM3408928	NULL
EXP060611	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: 500 nM I-BET151 for 6 hours	EXP060595	641	normal	P25440	ALIGNS066599	PEAKS056412	GSE120715	GSM3408929	NULL
EXP060612	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: 5000 nM I-BET151 for 6 hours	EXP060596	641	normal	P25440	ALIGNS066600	PEAKS056413	GSE120715	GSM3408930	NULL
EXP060613	anti-BRD2 (Bethyl Labs #A302-583A)	Homo sapiens	Treatment: 5000 nM I-BET151 for 6 hours	EXP060597	641	normal	P25440	ALIGNS066601	PEAKS056414	GSE120715	GSM3408931	NULL
EXP060614	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: DMSO for 6 hrs	EXP060582	514	normal	Q15059	ALIGNS066602	PEAKS056415	GSE120715	GSM3408932	NULL
EXP060615	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: DMSO for 6 hrs	EXP060583	514	normal	Q15059	ALIGNS066603	PEAKS056416	GSE120715	GSM3408933	NULL
EXP060616	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: 50 nM I-BET151 for 6 hours	EXP060584	514	normal	Q15059	ALIGNS066604	PEAKS056417	GSE120715	GSM3408934	NULL
EXP060617	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: 50 nM I-BET151 for 6 hours	EXP060585	514	normal	Q15059	ALIGNS066605	PEAKS056418	GSE120715	GSM3408935	NULL
EXP060618	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: 500 nM I-BET151 for 6 hours	EXP060586	514	normal	Q15059	ALIGNS066606	PEAKS056419	GSE120715	GSM3408936	NULL
EXP060619	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: 500 nM I-BET151 for 6 hours	EXP060587	514	normal	Q15059	ALIGNS066607	PEAKS056420	GSE120715	GSM3408937	NULL
EXP060620	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: 5000 nM I-BET151 for 6 hours	EXP060588	514	normal	Q15059	ALIGNS066608	PEAKS056421	GSE120715	GSM3408938	NULL
EXP060621	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: 5000 nM I-BET151 for 6 hours	EXP060589	514	normal	Q15059	ALIGNS066609	PEAKS056422	GSE120715	GSM3408939	NULL
EXP060622	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: DMSO for 6 hrs	EXP060590	641	normal	Q15059	ALIGNS066610	PEAKS056423	GSE120715	GSM3408940	NULL
EXP060623	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: DMSO for 6 hrs	EXP060591	641	normal	Q15059	ALIGNS066611	PEAKS056424	GSE120715	GSM3408941	NULL
EXP060624	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: 50 nM I-BET151 for 6 hours	EXP060592	641	normal	Q15059	ALIGNS066612	PEAKS056425	GSE120715	GSM3408942	NULL
EXP060625	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: 50 nM I-BET151 for 6 hours	EXP060593	641	normal	Q15059	ALIGNS066613	PEAKS056426	GSE120715	GSM3408943	NULL
EXP060626	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: 500 nM I-BET151 for 6 hours	EXP060594	641	normal	Q15059	ALIGNS066614	PEAKS056427	GSE120715	GSM3408944	NULL
EXP060627	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: 500 nM I-BET151 for 6 hours	EXP060595	641	normal	Q15059	ALIGNS066615	PEAKS056428	GSE120715	GSM3408945	NULL
EXP060628	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: 5000 nM I-BET151 for 6 hours	EXP060596	641	normal	Q15059	ALIGNS066616	PEAKS056429	GSE120715	GSM3408946	NULL
EXP060629	anti-BRD3 (Bethyl Labs #A302-368A)	Homo sapiens	Treatment: 5000 nM I-BET151 for 6 hours	EXP060597	641	normal	Q15059	ALIGNS066617	PEAKS056430	GSE120715	GSM3408947	NULL
EXP060630	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: DMSO for 6 hrs	EXP060582	514	normal	O60885	ALIGNS066618	PEAKS056431	GSE120715	GSM3408948	NULL
EXP060631	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: DMSO for 6 hrs	EXP060583	514	normal	O60885	ALIGNS066619	PEAKS056432	GSE120715	GSM3408949	NULL
EXP060632	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: 50 nM I-BET151 for 6 hours	EXP060584	514	normal	O60885	ALIGNS066620	PEAKS056433	GSE120715	GSM3408950	NULL
EXP060633	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: 50 nM I-BET151 for 6 hours	EXP060585	514	normal	O60885	ALIGNS066621	PEAKS056434	GSE120715	GSM3408951	NULL
EXP060634	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: 500 nM I-BET151 for 6 hours	EXP060586	514	normal	O60885	ALIGNS066622	PEAKS056435	GSE120715	GSM3408952	NULL
EXP060635	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: 500 nM I-BET151 for 6 hours	EXP060587	514	normal	O60885	ALIGNS066623	PEAKS056436	GSE120715	GSM3408953	NULL
EXP060636	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: 5000 nM I-BET151 for 6 hours	EXP060588	514	normal	O60885	ALIGNS066624	PEAKS056437	GSE120715	GSM3408954	NULL
EXP060637	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: 5000 nM I-BET151 for 6 hours	EXP060589	514	normal	O60885	ALIGNS066625	PEAKS056438	GSE120715	GSM3408955	NULL
EXP060638	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: DMSO for 6 hrs	EXP060590	641	normal	O60885	ALIGNS066626	PEAKS056439	GSE120715	GSM3408956	NULL
EXP060639	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: DMSO for 6 hrs	EXP060591	641	normal	O60885	ALIGNS066627	PEAKS056440	GSE120715	GSM3408957	NULL
EXP060640	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: 50 nM I-BET151 for 6 hours	EXP060592	641	normal	O60885	ALIGNS066628	PEAKS056441	GSE120715	GSM3408958	NULL
EXP060641	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: 50 nM I-BET151 for 6 hours	EXP060593	641	normal	O60885	ALIGNS066629	PEAKS056442	GSE120715	GSM3408959	NULL
EXP060642	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: 500 nM I-BET151 for 6 hours	EXP060594	641	normal	O60885	ALIGNS066630	PEAKS056443	GSE120715	GSM3408960	NULL
EXP060643	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: 500 nM I-BET151 for 6 hours	EXP060595	641	normal	O60885	ALIGNS066631	PEAKS056444	GSE120715	GSM3408961	NULL
EXP060644	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: 5000 nM I-BET151 for 6 hours	EXP060596	641	normal	O60885	ALIGNS066632	PEAKS056445	GSE120715	GSM3408962	NULL
EXP060645	anti-BRD4 (Bethyl labs #A301-985A)	Homo sapiens	Treatment: 5000 nM I-BET151 for 6 hours	EXP060597	641	normal	O60885	ALIGNS066633	PEAKS056446	GSE120715	GSM3408963	NULL
EXP060646	anti-CDK8 (Santa Cruz sc-1521)	Homo sapiens	Treatment: treated with IFN-gamma (100 U/ml) for 48 hours and then stimulated with LPS (10 ng/ml) for 3 hours	NULL	4262	normal	P49336	ALIGNS066634	PEAKS056447	GSE120943	GSM3421843	NULL
EXP060647	anti-CDK8 (Santa Cruz sc-1521)	Homo sapiens	Treatment: treated with IFN-gamma (100 U/ml) for 48 hours	NULL	4262	normal	P49336	ALIGNS066635	PEAKS056448	GSE120943	GSM3421844	NULL
EXP060648	anti-CDK8 (Santa Cruz sc-1521)	Homo sapiens	Treatment: treated with stimulated with LPS (10 ng/ml) for 3 hours	NULL	4262	normal	P49336	ALIGNS066636	PEAKS056449	GSE120943	GSM3421845	NULL
EXP060649	anti-CDK8 (Santa Cruz sc-1521)	Homo sapiens	Treatment: Resting	NULL	4262	normal	P49336	ALIGNS066637	PEAKS056450	GSE120943	GSM3421846	NULL
EXP060650	anti-SMC1 (Bethyl Laboratories A300-055A)	Homo sapiens	Treatment: IFNg-LPS	NULL	4262	normal	Q14683	ALIGNS066638	PEAKS056451	GSE120943	GSM3421853	NULL
EXP060651	anti-SMC1 (Bethyl Laboratories A300-055A)	Homo sapiens	Treatment: treated with stimulated with LPS (10 ng/ml) for 3 hours	NULL	4262	normal	Q14683	ALIGNS066639	PEAKS056452	GSE120943	GSM3421854	NULL
EXP060652	anti-STAT3 (Santa Cruz sc-482)	Homo sapiens	Treatment: IL10	NULL	4262	normal	P40763	ALIGNS066640	PEAKS056453	GSE120943	GSM3421859	NULL
EXP060653	anti-CEBPB (Santa Cruz sc-150)	Homo sapiens	Treatment: treated with IFN-gamma (100 U/ml) for 48 hours and then stimulated with LPS (10 ng/ml) for 3 hours	NULL	4262	normal	P17676	ALIGNS066641	PEAKS056454	GSE120943	GSM3421848;GSM3421847	NULL
EXP060654	anti-PU.1 (Santa Cruz sc-352)	Homo sapiens	Treatment: treated with IFN-gamma (100 U/ml) for 48 hours and then stimulated with LPS (10 ng/ml) for 3 hours	NULL	4262	normal	P17947	ALIGNS066642	PEAKS056455	GSE120943	GSM3421851;GSM3421852	NULL
EXP060655	anti-STAT3 (Santa Cruz sc-482)	Homo sapiens	Treatment: treated with IFN-gamma (100 U/ml) for 48 hours	NULL	4262	normal	P40763	ALIGNS066643	PEAKS056456	GSE120943	GSM3421856;GSM3421855	NULL
EXP060656	anti-STAT3 (Santa Cruz sc-482)	Homo sapiens	Treatment: treated with IFN-gamma (100 U/ml) for 48 hours and then stimulated with LPS (10 ng/ml) for 3 hours	NULL	4262	normal	P40763	ALIGNS066644	PEAKS056457	GSE120943	GSM3421858;GSM3421857	NULL
EXP060657	anti-STAT3 (Santa Cruz sc-482)	Homo sapiens	Treatment: Resting	NULL	4262	normal	P40763	ALIGNS066645	PEAKS056458	GSE120943	GSM3421862;GSM3421863	NULL
EXP060658	anti-STAT3 (Santa Cruz sc-482)	Homo sapiens	Treatment: treated with stimulated with LPS (10 ng/ml) for 3 hours	NULL	4262	normal	P40763	ALIGNS066646	PEAKS056459	GSE120943	GSM3421861;GSM3421860	NULL
EXP060671	anti-V5	Homo sapiens	Genotype: exogenously expressed V5-tagged EN1 expression	EXP060659	113	normal	Q05925	ALIGNS066659	PEAKS056460	GSE120957	GSM3422092	NULL
