id	title	cellosaurus_id	species	cell_ontology_id	exp_factor_ontology_id	uberon_id	source	source_id	cell_type_id	brenda_id	other_id
2410	lin-bone marrow		Mus musculus			UBERON:0002371	bone marrow	UBERON:0002371	UBERON:0002371	BTO:0000141	NULL
2411	Scid.adh.2c2 cells		Mus musculus				cell line	CL:0000010			NULL
2412	thioglycollate-elicited peritoneal macrophages		Mus musculus				immune system	UBERON:0002405	CL:0000581		NULL
2413	iBAd		Mus musculus	CL:0000449			adipose tissue	UBERON:0001013	CL:0000449		NULL
2414	AT-2 (Alveolar type II cells)	CVCL_JK53	Mus musculus				cell line	CL:0000010	CVCL_JK53		NULL
2415	epidermal progenitor cells		Mus musculus				stem cell	CL:0000034			NULL
2417	GM-CSF-cultured bone marrow		Mus musculus	CLO:0037326			bone marrow	UBERON:0002371		BTO:0000141	NULL
2418	RAW267.4 (murine monocyte/macrophages-like)		Mus musculus				cell line	CL:0000010	CLO:0037326		NULL
2419	forelimb		Mus musculus			UBERON:0002102	other		UBERON:0002102	BTO:0001729	NULL
2420	E13.5 basal ganglia		Mus musculus				embryonic cell	CL:0002321	UBERON:0002420		NULL
2421	naive CD4+T cells		Mus musculus				immune system	UBERON:0002405	CL:0000895		NULL
2422	E16.5 basal ganglia		Mus musculus				embryonic cell	CL:0002321	UBERON:0002420		NULL
2423	AxJ (hybrid B-cells)		Mus musculus				cell line	CL:0000010			NULL
2424	BH1 (Pre-B-cells)		Mus musculus				cell line	CL:0000010			NULL
2425	a pool of both sham and transverse aortic constriction		Mus musculus				vascular system	UBERON:0007798			NULL
2426	intestinal tuft cells		Mus musculus				intestine	UBERON:0000160	CL:0002563		NULL
2427	cortex and corpus callosum		Mus musculus				brain	UBERON:0000955	UBERON:0001851;UBERON:0002336		NULL
2428	MREFO (Mouse Reprogramming Embryonic Fibroblasts with Overexpression of OSKM)		Mus musculus				embryonic cell	CL:0002321	CL:2000042		NULL
2429	MREF (Mouse Reprogramming Embryonic Fibroblasts)		Mus musculus				embryonic cell	CL:0002321	CL:2000042		NULL
2430	ESC-derived glial progenitor cells		Mus musculus				stem cell	CL:0000034			NULL
2431	Cell line generated from Lenti-Sox2-Cre infected KrasLSL-G12D/+;Trp53fl/fl (KPS) tumors		Mus musculus				cell line	CL:0000010			NULL
2432	Lung squamous cell carcinoma from Lkb1fl/fl;Ptenfl/fl (LP) mouse model; infected with Ad5-CMV-Cre virus; harvested approximately 10 months post-infection.		Mus musculus				cancer	EFO:0000311	BTO:0001207	BTO:0001207	NULL
2433	primary B cells		Mus musculus	CL:0000236			immune system	UBERON:0002405	CL:0000236		NULL
2435	Ba/F3-Mpl	CVCL_0183	Mus musculus				cell line	CL:0000010	CVCL_0183		NULL
2436	embryonic neural stem cells		Mus musculus				stem cell	CL:0000034	CL:0000047	BTO:0004091	NULL
2437	intestinal spheroid		Mus musculus				intestine	UBERON:0000160			NULL
2438	heart ventricels		Mus musculus			UBERON:0002082	heart	UBERON:0000948	UBERON:0002082	BTO:0000862	NULL
2439	Intermediate pluripotent reprogramed cells		Mus musculus				stem cell	CL:0000034			NULL
2440	differentiated trophoblast stem cells		Mus musculus				stem cell	CL:0000034	CL:0000351		NULL
2441	squamous cell carcinoma		Mus musculus		EFO:0000707		cancer	EFO:0000311	BTO:0001289		NULL
3943	JE131 cell line (DN3 cells)		Mus musculus				cell line	CL:0000010			NULL
2443	DIV6 (Primary cortical neurons)		Mus musculus				cell line	CL:0000010			NULL
2444	pre-activated CD8+ T cells		Mus musculus	CL:0000625			immune system	UBERON:0002405	CL:0000084		NULL
2791	OSKM4 induced iPSC into somatic cells		Mus musculus		EFO:0005740		stem cell	CL:0000034	CL:0002371		NULL
2446	total thymocytes		Mus musculus				immune system	UBERON:0002405	CL:0000893	BTO:0001372	NULL
2447	cultured embryonic stem cells (ES cells)		Mus musculus				stem cell	CL:0000034	CL:0002322	BTO:0001086	NULL
2448	46C (embryonic stem cell)	CVCL_Y482	Mus musculus		EFO:0005484		cell line	CL:0000010	CVCL_Y482		NULL
2449	Mile Sven 1 (MS1, mouse endothelial cells)	CVCL_6502	Mus musculus				cell line	CL:0000010	CVCL_6502		NULL
2450	striatum		Mus musculus			UBERON:0002435	brain	UBERON:0000955	UBERON:0002435		NULL
2452	primary fibroblasts		Mus musculus	CL:0000057			other		CL:0000057		NULL
2453	spleen CD4+ T cells		Mus musculus	CL:0000624			spleen	UBERON:0002106	CL:0000084		NULL
2454	LSK		Mus musculus				cell line	CL:0000010			NULL
2455	preGM		Mus musculus				cell line	CL:0000010			NULL
2456	GMP		Mus musculus				cell line	CL:0000010			NULL
2457	CFU-G		Mus musculus				cell line	CL:0000010			NULL
2458	CFU-M		Mus musculus				cell line	CL:0000010			NULL
2459	double-positive (DP) CD4+/CD8+ thymocyte		Mus musculus				immune system	UBERON:0002405	CL:0000809		NULL
2460	iNKT (Invariant Natural Killer T cells)		Mus musculus				immune system	UBERON:0002405	CL:0000084		NULL
2461	negative fetal liver cells		Mus musculus				embryonic cell	CL:0002321	UBERON:0002107		NULL
2462	embryonic intestinal epithelium		Mus musculus				embryonic cell	CL:0002321	UBERON:0001277		NULL
2463	photoreceptor precursor		Mus musculus				eye	UBERON:0000970			NULL
2464	pancreatic acinar cells		Mus musculus				pancreas	UBERON:0001264	CL:0000622	BTO:0000028	NULL
2465	embryonic genital tubercle		Mus musculus				embryonic cell	CL:0002321			NULL
2466	primary myoblasts		Mus musculus	CL:0000056			muscular tissue	UBERON:0002385	CL:0000056		NULL
2467	Sca1+CD45- cardiac cells		Mus musculus				heart	UBERON:0000948			NULL
2468	spleen natural killer cells		Mus musculus	CL:0000623			spleen	UBERON:0002106	CL:0000623		NULL
2469	dual miRNA reporter V6.5 ESCs		Mus musculus		EFO:0006308		cell line	CL:0000010			NULL
2470	epiblast cells		Mus musculus			UBERON:0002532	embryo	UBERON:0000922	CL:0000352		NULL
2471	enteric precursor cells		Mus musculus				intestine	UBERON:0000160			NULL
2472	OEC2 (Epiblast stem cells)		Mus musculus				cell line	CL:0000010			NULL
2473	E12.5-14.5 sympathetic neurons		Mus musculus				embryonic cell	CL:0002321	CL:0011103		NULL
2474	C127	CVCL_6550	Mus musculus	CLO:0002083			cell line	CL:0000010	CVCL_6550		NULL
2475	mature olfactory sensory neurons		Mus musculus	CL:0000207			nervous system	UBERON:0001016	CL:0000207		NULL
2476	cardiac myocytes		Mus musculus	CL:0000746			heart	UBERON:0000948	CL:0000746		NULL
2477	Lin- FLP derived CD25+		Mus musculus				hematopoietic system	UBERON:0002390			NULL
2478	pro-T-tumor derived (Scid.adh.2c2 cells)		Mus musculus	CLO:0036938			cell line	CL:0000010			NULL
2479	CD8+ T-cells		Mus musculus	CL:0000811			immune system	UBERON:0002405	CL:0000811		NULL
2480	somatic reprogramming cells		Mus musculus				other				NULL
2481	E4 (embryonic stem cells)	CVCL_S004	Mus musculus				cell line	CL:0000010	CVCL_S004		NULL
2482	total bone marrow		Mus musculus			UBERON:0002371	bone marrow	UBERON:0002371	UBERON:0002371	BTO:0000141	NULL
2483	stem/progenitor from bone marrow		Mus musculus				bone marrow	UBERON:0002371	BTO:0004052	BTO:0004052	NULL
2484	NMuMG (mammary epithelial cells)	CVCL_0075	Mus musculus	CLO:0008186			cell line	CL:0000010	CVCL_0075	BTO:0004183	NULL
2485	in-vitro differentiated neural progenitor cells (NPC)		Mus musculus		EFO:0004039		stem cell	CL:0000034	EFO:0004039		NULL
2486	in-vitro differentiated cortical neurons (CN)		Mus musculus				nervous system	UBERON:0001016	CL:0002609		NULL
2487	primary cells (short term)		Mus musculus				other				NULL
2489	primary hepatocytes		Mus musculus				liver	UBERON:0002107	CL:0000182		NULL
2491	cultured keratinocytes		Mus musculus				skin	UBERON:0002199	CL:0000312		NULL
2492	renal epithelial cells		Mus musculus			UBERON:0004819	kidney	UBERON:0002113	UBERON:0004819	BTO:0005545	NULL
2493	cardiac ventricles		Mus musculus				heart	UBERON:0000948	UBERON:0002082		NULL
2494	mpkCCD (clone 11)		Mus musculus				cell line	CL:0000010			NULL
2497	dentate gyrus		Mus musculus				brain	UBERON:0000955	BTO:0002496	BTO:0002496	NULL
2498	nerve tumor cells		Mus musculus				cancer	EFO:0000311			NULL
2499	BM-derived MSPCs (bone marrow-derived mesenchymal stem/progenitor cells)		Mus musculus	CL:0000134			bone marrow	UBERON:0002371	CL:0000134		NULL
2500	Tconv and Treg cells		Mus musculus				immune system	UBERON:0002405	CL:0000815		NULL
2501	Tconv (conventional T cells)		Mus musculus				immune system	UBERON:0002405			NULL
2505	ovary		Mus musculus			UBERON:0000992	ovary	UBERON:0000992	UBERON:0000992	BTO:0000975	NULL
2506	Flk-1+ cells		Mus musculus				hematopoietic system	UBERON:0002390			NULL
2507	embryonic stem cells derived Flk-1+ cells		Mus musculus				stem cell	CL:0000034			NULL
2508	embryonic stem cells-derived clonal neural progenitor cells		Mus musculus		EFO:0004039		stem cell	CL:0000034	EFO:0004039		NULL
2509	RN46A-B14	CVCL_U016	Rattus norvegicus				cell line	CL:0000010	CVCL_U016		NULL
2510	RASMC	CVCL_JE54	Rattus norvegicus	CLO:0008746			cell line	CL:0000010	CVCL_JE54		NULL
2511	differentiated neural stem cell		Rattus norvegicus				stem cell	CL:0000034	CL:0000047		NULL
2512	Neural crest (foxd3 cells)		Danio rerio			UBERON:0002342	embryonic cell	CL:0002321	UBERON:0002342	BTO:0001764	NULL
2513	1645 Strain		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
2514	Fission Yeast strains		Schizosaccharomyces pombe				whole organism	UBERON:0000468			NULL
2515	MM2d cell culture		Arabidopsis thaliana				cell line	CL:0000010			NULL
2516	entorhinal, perirhinal, and piriform cortices and the amygdala		Rattus norvegicus				brain	UBERON:0000955	UBERON:0002728, UBERON:0006083, UBERON:0004725, UBERON:0001876		NULL
2517	Log cells		Saccharomyces cerevisiae				whole organism	UBERON:0000468			NULL
2518	Quiescent cells		Saccharomyces cerevisiae				whole organism	UBERON:0000468			NULL
2519	Cell suspension in synchronous meiosis		Saccharomyces cerevisiae				whole organism	UBERON:0000468			NULL
2520	whole cells		Saccharomyces cerevisiae				whole organism	UBERON:0000468			NULL
2521	whole worms (mixed embryo)		Caenorhabditis elegans				whole organism	UBERON:0000468			NULL
2522	gut		Drosophila melanogaster				gut	BTO:0000545	BTO:0000545	BTO:0000545	NULL
2523	flight muscles		Drosophila melanogaster				wing	UBERON:0000023	BTO:0000467		NULL
2524	LNCaP95		Homo sapiens				cell line	CL:0000010			NULL
2525	SUP-B15 (Childhood B acute lymphoblastic leukemia)	CVCL_0103	Homo sapiens	CLO:0009161	EFO:0006763		cell line	CL:0000010	CVCL_0103		NULL
2526	H9	CVCL_1240	Homo sapiens		EFO:0003045		cell line	CL:0000010	CVCL_1240		NULL
2527	SK1 meiotic cells (8 hours)		Saccharomyces cerevisiae				whole organism	UBERON:0000468			NULL
2528	HEL (Erythro Leukemia)	CVCL_0001	Homo sapiens	CLO:0003679	EFO:0006579		cell line	CL:0000010	CVCL_0001		NULL
2529	EOL-1 (Acute myeloid leukemia)	CVCL_0258	Homo sapiens	CLO:0002932			cell line	CL:0000010	CVCL_0258	BTO:0002405	NULL
2530	SYO-1(Biphasic synovial sarcoma)	CVCL_7146	Homo sapiens				cell line	CL:0000010	CVCL_7146		NULL
2531	Aska-SS (Biphasic synovial sarcoma)	CVCL_6C43	Homo sapiens				cell line	CL:0000010	CVCL_6C43		NULL
2532	bone marrow-derived mesenchymal stromal cells		Homo sapiens				bone marrow	UBERON:0002371	CL:0010001		NULL
2533	bone marrow-derived mesenchymal stromal cells, differentiation day 7		Homo sapiens				bone marrow	UBERON:0002371	CL:0010001		NULL
2534	bone-marrow-derived mesenchymal stromal cells, osteoblast differentiation day 7		Homo sapiens				bone marrow	UBERON:0002371	CL:0000062		NULL
2535	bone-marrow-derived mesenchymal stromal cells, osteoblast differentiation day 3		Homo sapiens				bone marrow	UBERON:0002371	CL:0000062		NULL
2536	bone-marrow-derived mesenchymal stromal cells, osteoblast differentiation day 1		Homo sapiens				bone marrow	UBERON:0002371	CL:0000062		NULL
2537	bone-marrow-derived mesenchymal stromal cells, osteoblast differentiation 4 hrs		Homo sapiens				bone marrow	UBERON:0002371	CL:0000062		NULL
2538	primary prostate cancer		Homo sapiens				cancer	EFO:0000311	BTO:0001130	BTO:0001130	NULL
2539	primary breast cancer		Homo sapiens				cancer	EFO:0000311	BTO:0000150	BTO:0000150	NULL
2540	primary endometrium cancer		Homo sapiens				cancer	EFO:0000311			NULL
2541	bone-marrow-derived mesenchymal stromal cells, adipocyte differentiation 4 hrs		Homo sapiens				bone marrow	UBERON:0002371	BTO:0000443		NULL
2542	bone-marrow-derived mesenchymal stromal cells, adipocyte differentiation day 1		Homo sapiens				bone marrow	UBERON:0002371	BTO:0000443		NULL
2543	bone-marrow-derived mesenchymal stromal cells, adipocyte differentiation day 3		Homo sapiens				bone marrow	UBERON:0002371	BTO:0000443		NULL
2544	bone-marrow-derived mesenchymal stromal cells, adipocyte differentiation day 7		Homo sapiens				bone marrow	UBERON:0002371	BTO:0000443		NULL
2545	bone-marrow-derived mesenchymal stromal cells, adipocyte differentiation day 14		Homo sapiens				bone marrow	UBERON:0002371	BTO:0000443		NULL
2546	adipose		Homo sapiens			UBERON:0001013	adipose tissue	UBERON:0001013	BTO:0000443	BTO:0001487	NULL
2547	hASC (derived adipocytes)		Homo sapiens				stem cell	CL:0000034	BTO:0000443		NULL
2548	JB6 (Human anaplastic large cell lymphoma)	CVCL_H633	Homo sapiens				cell line	CL:0000010	CVCL_H633	BTO:0004831	NULL
2549	SU-DHL-1 (Anaplastic large cell lymphoma)	CVCL_0538	Homo sapiens	CLO:0009160	EFO:0005461		cell line	CL:0000010	CVCL_0538	BTO:0005058	NULL
2550	angelman Syndrome iPSC		Homo sapiens		EFO:0004905		stem cell	CL:0000034	CL:0002248		NULL
2551	Prader-Willi Syndrome iPSC		Homo sapiens		EFO:0004905		stem cell	CL:0000034	CL:0002248		NULL
2552	EndoC-BH1 (human pancreatic beta cell line)	CVCL_L909	Homo sapiens				cell line	CL:0000010	CVCL_L909		NULL
2553	MLL-AF9 Leukemic Cells		Mus musculus				cell line	CL:0000010			NULL
2554	MEL1 (Mucosal melanoma)	CVCL_DG36	Homo sapiens				cell line	CL:0000010	CVCL_DG36		NULL
2555	surface ectoderm cells		Homo sapiens				skin	UBERON:0002199	CL:0000221		NULL
2556	human keratinocytes		Homo sapiens				skin	UBERON:0002199	CL:0000312		NULL
2557	recombinant KSHV+ PEL cell line		Homo sapiens				cell line	CL:0000010			NULL
2558	cytotrophoblast		Homo sapiens			UBERON:0000319	embryonic cell	CL:0002321	UBERON:0000319	BTO:0000322	NULL
2559	UACC-812 (Invasive ductal carcinoma)	CVCL_1781	Homo sapiens	CLO:0009467			cell line	CL:0000010	CVCL_1781		NULL
2560	U20S AsiSI		Homo sapiens				cell line	CL:0000010			NULL
2561	HONE-1 (Nasopharyngeal carcinoma)	CVCL_8706	Homo sapiens				cell line	CL:0000010	CVCL_8706		NULL
2562	Dombi23 (primary keratinocytes)		Homo sapiens				cell line	CL:0000010			NULL
2563	HEK293T-C49		Homo sapiens				cell line	CL:0000010			NULL
2564	HEK293T-C104		Homo sapiens				cell line	CL:0000010			NULL
2565	embryonic stem cells derived embryonic bodies		Mus musculus				stem cell	CL:0000034	UBERON:0014374		NULL
3940	myeloid progenitor cells of bone-marrow		Mus musculus	CL:0000839			bone marrow	UBERON:0002371	CL:0000839	BTO:0004730	NULL
2567	In-vitro, Pro-B cell culture		Mus musculus				immune system	UBERON:0002405	CL:0000826		NULL
2568	clonal MEF		Mus musculus				cell line	CL:0000010			NULL
2570	medulloblastoma		Mus musculus		EFO:0002939		cancer	EFO:0000311	BTO:0001757		NULL
2571	CamkIIa-positive nuclei		Mus musculus				cell line	CL:0000010			NULL
2572	Akt (5MOI, mouse prostate stem cell line)		Mus musculus				cell line	CL:0000010			NULL
2573	bone marrow dendritic cells		Mus musculus				bone marrow	UBERON:0002371	CL:0000451	BTO:0003857	NULL
2574	peri-ovulatory granulosa cells		Mus musculus				ovary	UBERON:0000992	CL:0000501		NULL
2575	embryonic forelimb		Mus musculus				embryonic cell	CL:0002321	UBERON:0002102		NULL
2576	G4 (embryonic stem cells)	CVCL_E222	Mus musculus				cell line	CL:0000010	CVCL_E222		NULL
2577	cultured GC B cells		Mus musculus				embryonic cell	CL:0002321	CL:0000844		NULL
2578	Gastrocnemius muscle		Mus musculus				muscular tissue	UBERON:0002385	UBERON:0001388		NULL
2579	esophagus		Mus musculus			UBERON:0001043	esophagus	UBERON:0001043	UBERON:0001043	BTO:0000959	NULL
2580	Tg2a		Mus musculus				cell line	CL:0000010			NULL
2581	spleen and lymph nodes		Mus musculus				other		UBERON:0002106;UBERON:0000029		NULL
2582	murine medulloblastoma tumor		Mus musculus				cancer	EFO:0000311	BTO:0001757		NULL
2584	sorted gd T thymocytes		Mus musculus				immune system	UBERON:0002405	CL:0002405		NULL
2585	M1 (myeloid leukemia)	CVCL_2107	Mus musculus				cell line	CL:0000010	CVCL_2107		NULL
2586	hypothalamus		Mus musculus			UBERON:0001898	brain	UBERON:0000955	UBERON:0001898	BTO:0000614	NULL
2587	NSC (neural stem cells)		Rattus norvegicus				stem cell	CL:0000034	CL:0000047		NULL
2588	embryonic cerebral cortex		Rattus norvegicus				embryonic cell	CL:0002321	BTO:0004014	BTO:0004014	NULL
2589	NRVM (Primary neonatal rat ventricular myocytes)		Rattus norvegicus				heart	UBERON:0000948	UBERON:3010243		NULL
2590	NRVM (neonatal rat ventricular myocytes)		Rattus norvegicus				heart	UBERON:0000948	UBERON:3010243		NULL
2591	central amygdala		Rattus norvegicus				brain	UBERON:0000955	UBERON:0002883		NULL
2592	VSMC (Vascular Smooth Muscle Cells )		Rattus norvegicus				vascular system	UBERON:0007798	CL:0000359		NULL
2593	J-Lat A72		Homo sapiens				cell line	CL:0000010			NULL
2594	T47D-5516 (DBM, Breast cancer cell line)		Homo sapiens				cell line	CL:0000010			NULL
2595	chondrocytes		Homo sapiens				bone	UBERON:0002481	CL:0000138		NULL
2596	IMR90hTert		Homo sapiens				cell line	CL:0000010			NULL
2599	Hs68 (Canavan disease)	CVCL_0839	Homo sapiens	CLO:0004255			cell line	CL:0000010	CVCL_0839	BTO:0002260	NULL
2598	RD (Embryonal rhabdomyosarcoma)	CVCL_1649	Homo sapiens		EFO:0002315		cell line	CL:0000010	CVCL_1649		NULL
2600	T98G (Glioblastoma)	CVCL_0556	Homo sapiens	CLO:0009258	EFO:0002085		cell line	CL:0000010	CVCL_0556	BTO:0001583	NULL
2601	DFB (malignant melanoma cell line)	CVCL_9V17	Homo sapiens				cell line	CL:0000010	CVCL_9V17		NULL
2602	H9-derived NEC (neuroectodermal sphere cells)		Homo sapiens				cell line	CL:0000010			NULL
2603	WM262 (Melanoma)	CVCL_AP85	Homo sapiens				cell line	CL:0000010	CVCL_AP85		NULL
3950	Lin-Sca1+Kit- bone marrow cells		Mus musculus	CL:0001008			bone marrow	UBERON:0002371	CL:0001008		NULL
2605	HNEK (epidermal keratinocytes)		Homo sapiens				cell line	CL:0000010			NULL
2606	NHLF (lung fibroblasts)		Homo sapiens				cell line	CL:0000010			NULL
2607	NHDF-Ad (adult dermal fibroblasts)		Homo sapiens				cell line	CL:0000010			NULL
2608	HSMM (skeletal muscle myoblasts)		Homo sapiens				cell line	CL:0000010			NULL
2609	NA-A (astrocytes)		Homo sapiens				cell line	CL:0000010			NULL
2610	HSMM dirived skeletal muscle myotubes		Homo sapiens				cell line	CL:0000010			NULL
2611	CD20+		Homo sapiens				immune system	UBERON:0002405			NULL
2612	RO01746 (CD14+ monocytes)		Homo sapiens				cell line	CL:0000010			NULL
2613	HRPEpiC (Human Retinal Pigment Epithelial Cells)		Homo sapiens				cell line	CL:0000010			NULL
2614	primary CD4+ T-cells		Homo sapiens				immune system	UBERON:0002405	CL:0000084		NULL
2615	293T-Rex		Homo sapiens				cell line	CL:0000010			NULL
2616	BJ1-hTERT (Human fibroblast telomerase immortalized cell line)	CVCL_6573	Homo sapiens				cell line	CL:0000010	CVCL_6573		NULL
2617	WM853.2 (Melanoma)	CVCL_C282	Homo sapiens				cell line	CL:0000010	CVCL_C282		NULL
2618	H293T		Homo sapiens				cell line	CL:0000010			NULL
2619	SV40 (Immortalized Fibroblast)		Homo sapiens				cell line	CL:0000010			NULL
2620	HLS554P		Homo sapiens				cell line	CL:0000010			NULL
2621	blood		Homo sapiens			UBERON:0000178	blood	UBERON:0000178	UBERON:0000178	BTO:0000089	NULL
2622	HSC (hematopoietic stem cells )		Homo sapiens	CL:0000037			stem cell	CL:0000034	CL:0000037		NULL
2623	CD36		Homo sapiens				immune system	UBERON:0002405			NULL
2624	BF (human fibroblasts)		Homo sapiens				cell line	CL:0000010			NULL
2625	HGFDFN168 (forearm skin biopsy, fibroblasts)	CVCL_1Y93	Homo sapiens				cell line	CL:0000010	CVCL_1Y93		NULL
2626	HGADFN167 (primary fibroblasts with Hutchinson-Gilford progeria syndrome)		Homo sapiens		EFO:0005909		cell line	CL:0000010			NULL
2627	fetal cortex		Homo sapiens			UBERON:0001851	embryonic cell	CL:0002321	UBERON:0001851		NULL
2628	CD71+Ter119+ cells (facs sorted)		Mus musculus				immune system	UBERON:0002405			NULL
2629	PDNC4 (fibroblast)		Homo sapiens				cell line	CL:0000010			NULL
2630	IMS13q (lymphoblast)		Homo sapiens				cell line	CL:0000010			NULL
2631	MS4221 (lymphoblast)		Homo sapiens				cell line	CL:0000010			NULL
2632	pachynema cells		Mus musculus				other				NULL
2633	spermatids		Mus musculus	CL:0000018			reproductive system	UBERON:0000990	CL:0000018	BTO:0001274	NULL
2634	HuRef (Lymphoblast)		Homo sapiens				cell line	CL:0000010			NULL
2635	primary aortic valve endothelial cells		Homo sapiens			UBERON:0004851	vascular system	UBERON:0007798	UBERON:0004851		NULL
2636	HUES6-derived neural progenitor cells		Homo sapiens				cell line	CL:0000010			NULL
2637	HUES6-derived neurons		Homo sapiens				cell line	CL:0000010			NULL
3937	E15 neural progenitor cells		Mus musculus				embryonic cell	CL:0002321	BTO:0004091	BTO:0004091	NULL
2640	GM12890 (Lymphoblastoid Cell Lines)	CVCL_R686	Homo sapiens				cell line	CL:0000010	CVCL_R686		NULL
3935	F123 (Mus musculus castaneus)	CVCL_VC43	Mus musculus				cell line	CL:0000010			NULL
2643	GM18486 (Lymphoblastoid Cell Lines)	CVCL_P452	Homo sapiens				cell line	CL:0000010	CVCL_P452		NULL
3929	E14.5 lens epithelium		Mus musculus			UBERON:0001803	embryonic cell	CL:0002321	UBERON:0001803	BTO:0001873	NULL
3927	spleen conventional natural killer cells		Mus musculus	CL:0000623			spleen	UBERON:0002106	CL:0000623		NULL
3925	hematologic malignancy T-ALL tumor		Mus musculus				cancer	EFO:0000311		BTO:0003676	NULL
3923	effector spleen CD8+ T cell		Mus musculus	CL:0001050			spleen	UBERON:0002106	CL:0001050		NULL
3918	E14.5 cerebral cortex		Mus musculus			UBERON:0000956	embryonic cell	CL:0002321	UBERON:0000956		NULL
2652	GM02255 (Lymphoblastoid Cell Lines)	CVCL_4N21	Homo sapiens				cell line	CL:0000010	CVCL_4N21		NULL
2653	2588 (Lymphoblastoid Cell Lines)		Homo sapiens				cell line	CL:0000010			NULL
2654	GM02610 (Lymphoblastoid Cell Lines)	CVCL_DB59	Homo sapiens				cell line	CL:0000010	CVCL_DB59		NULL
2655	GM02630 (Fanconi anemi)	CVCL_1M69	Homo sapiens				cell line	CL:0000010	CVCL_1M69		NULL
2656	MS-1 (Small cell lung carcinoma)	CVCL_1429	Homo sapiens		EFO:0002836		cell line	CL:0000010	CVCL_1429		NULL
2657	HMEL-BRAFV600E (human immortalized melanocytes)		Homo sapiens				cell line	CL:0000010			NULL
2658	TB40-E (HCMV strain infected CD34+ cells)		Homo sapiens				cell line	CL:0000010			NULL
2660	LY-1 (Diffuse Large B-Cell Lymphoma)		Homo sapiens				cell line	CL:0000010			NULL
2661	KYSE-150 (Esophageal squamous cell carcinoma)	CVCL_1348	Homo sapiens	CLO:0007129	EFO:0006627		cell line	CL:0000010	CVCL_1348	BTO:0002427	NULL
2662	Lonza CC-2511 (normal dermal fibroblasts)		Homo sapiens				cell line	CL:0000010			NULL
2663	normal primary dermal fibroblasts		Homo sapiens				skin	UBERON:0002199	BTO:0000452	BTO:0004419	NULL
2664	CD34+ cells		Homo sapiens				immune system	UBERON:0002405			NULL
2665	KOPT-K1 (Childhood T acute lymphoblastic leukemia)	CVCL_4965	Homo sapiens		EFO:0006283		cell line	CL:0000010	CVCL_4965	BTO:0004964	NULL
2666	ERMS		Mus musculus				cell line	CL:0000010			NULL
2667	PC-3M-luc (human prostate carcinoma)		Homo sapiens				cell line	CL:0000010			NULL
2668	HES-3 (embryonic stem cell)	CVCL_7158	Homo sapiens				cell line	CL:0000010	CVCL_7158		NULL
2669	ES3 (ebryonic stem cells)		Mus musculus	CLO:0009860			cell line	CL:0000010			NULL
2670	SA121 (embryonic stem cell)	CVCL_B296	Homo sapiens				cell line	CL:0000010	CVCL_B296		NULL
2671	NTERA-2 (embryonal carcinoma)	CVCL_0034	Homo sapiens				cell line	CL:0000010	CVCL_0034	BTO:0000891	NULL
2672	HeLa-LTR-Luciferase cells		Homo sapiens				cell line	CL:0000010			NULL
2673	JJN-3 (plasma cell myeloma)	CVCL_2078	Homo sapiens	CLO:0037173	EFO:0006605		cell line	CL:0000010	CVCL_2078		NULL
2674	dermal transformed fibroblasts		Homo sapiens	CL:0002551			skin	UBERON:0002199	CL:0002551	BTO:0004419	NULL
2675	GM8330-8-derived NPC		Homo sapiens				cell line	CL:0000010			NULL
2676	ALL (acute lymphocytic leukemia)		Homo sapiens				cancer	EFO:0000311	BTO:0001545		NULL
2677	iPSC derived fibroblasts		Homo sapiens	CL:0000057			stem cell	CL:0000034	CL:0000057	BTO:0000452	NULL
2678	HMEC-hTERT		Homo sapiens				stem cell	CL:0000034			NULL
2679	pre-adipocytes		Homo sapiens				adipose tissue	UBERON:0001013	CL:0002334		NULL
2680	SUM159R		Homo sapiens				cell line	CL:0000010			NULL
2681	HCC1395 (Ductal breast carcinoma)	CVCL_1249	Homo sapiens	CLO:0003634	EFO:0002185		cell line	CL:0000010	CVCL_1249		NULL
2682	MDA-MB-436 (Invasive ductal carcinoma)	CVCL_0623	Homo sapiens		EFO:0001214		cell line	CL:0000010	CVCL_0623	BTO:0001568	NULL
2683	SUM 1315 (Invasive ductal carcinoma)	CVCL_5589	Homo sapiens				cell line	CL:0000010	CVCL_5589		NULL
2684	SUM149R		Homo sapiens				cell line	CL:0000010			NULL
2685	SUM149		Homo sapiens				cell line	CL:0000010		BTO:0005388	NULL
2686	BGC-823 (Gastric adenocarcinoma)	CVCL_3360	Homo sapiens	CLO:0001952			cell line	CL:0000010	CVCL_3360	BTO:0003878	NULL
2687	MOLM14 (Adult acute myeloid leukemia)	CVCL_7916	Homo sapiens				cell line	CL:0000010	CVCL_7916	BTO:0005720	NULL
2688	HcoEpiC (Human normal colon cell line)		Homo sapiens				cell line	CL:0000010			NULL
2689	primary colorectal carcinoma		Homo sapiens		EFO:1001951		cancer	EFO:0000311	BTO:0001615	BTO:0001615	NULL
2690	NCI-H526 (Small cell lung carcinoma)	CVCL_1569	Homo sapiens	CLO:0008096			cell line	CL:0000010	CVCL_1569	BTO:0005366	NULL
2691	HEK293-A	CVCL_6910	Homo sapiens				cell line	CL:0000010	CVCL_6910		NULL
2692	differentiated NPC cells		Homo sapiens				stem cell	CL:0000034			NULL
